target_gene	experiment_type	cell_line	gene_silencing_series	experiment_id	experiment_doi	sample_id	rin	read_depth	bio_rep	tech_rep	sex	age	life_stage	gene_quantification_id	file_format	output_type	genome_annotation	mapped_run_type	lab	assay	cellosaurus	biosample	document	biosample_alias	nucleic_acid_type	extraction_method	fragmentation_method	size_selection_method	strand_specificity	Splicing_regulation	Spliceosome	Exon_junction_complex	NMD
DKC1	case	HepG2	ENCSR502RXV	ENCSR118KUN	10.17989/ENCSR118KUN	ENCFF238EAM	9.9	28054921	1	1_1	male	15	child	ENCFF097XMM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB498RQT	/documents/f1f272dd-be0d-4a6b-98b8-30557153385e/	DKC1_BGHLV31-33	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	case	HepG2	ENCSR502RXV	ENCSR118KUN	10.17989/ENCSR118KUN	ENCFF538HEL	10	29765889	2	2_1	male	15	child	ENCFF906PDZ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB826EYR	/documents/6ff93ea8-c0c3-440b-a551-068f165fdedd/	DKC1_BGHLV31-34	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	control	HepG2	ENCSR502RXV	ENCSR538QOG	10.17989/ENCSR538QOG	ENCFF567UAR	10	25976765	1	1_1	male	15	child	ENCFF911CFX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	control	HepG2	ENCSR502RXV	ENCSR538QOG	10.17989/ENCSR538QOG	ENCFF958YDS	10	26364583	2	2_1	male	15	child	ENCFF824TWL	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	case	K562	ENCSR329ZWP	ENCSR494UDF	10.17989/ENCSR494UDF	ENCFF882VRR	10	42246066	1	1_1	female	53	adult	ENCFF057VIY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB264ZYW	/documents/6400b29d-653e-47f3-b92b-16ce256d3f1f/	DKC1_BGKLV32-29	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	case	K562	ENCSR329ZWP	ENCSR494UDF	10.17989/ENCSR494UDF	ENCFF463RHF	9.5	36774125	2	2_1	female	53	adult	ENCFF025CJZ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB652AJP	/documents/ee7bffa6-2e6e-4970-a7d9-52761011f148/	DKC1_BGKLV32-30	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	control	K562	ENCSR329ZWP	ENCSR143COQ	10.17989/ENCSR143COQ	ENCFF412QOH	10	38186715	2	2_1	female	53	adult	ENCFF414GEB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DKC1	control	K562	ENCSR329ZWP	ENCSR143COQ	10.17989/ENCSR143COQ	ENCFF936BWK	10	60477759	1	1_1	female	53	adult	ENCFF157LEU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	case	HepG2	ENCSR855FGM	ENCSR385KOY	10.17989/ENCSR385KOY	ENCFF399TVD	9.9	19940473	1	1_1	male	15	child	ENCFF443ALG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB245ZVU	/documents/ae7746c5-260c-4d41-a63b-090c65338334/	DNAJC21-46-BGHLV20-23_17718	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	case	HepG2	ENCSR855FGM	ENCSR385KOY	10.17989/ENCSR385KOY	ENCFF136ZHY	9.8	21130770	2	2_1	male	15	child	ENCFF288LJS	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB747FAW	/documents/84101299-97cb-467c-9ebd-3bc910836ac0/	DNAJC21-46-BGHLV20-24_17719	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	control	HepG2	ENCSR855FGM	ENCSR305XWT	10.17989/ENCSR305XWT	ENCFF857QEU	9.9	22724294	1	1_1	male	15	child	ENCFF570CRU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	control	HepG2	ENCSR855FGM	ENCSR305XWT	10.17989/ENCSR305XWT	ENCFF894JVP	9.8	21954182	2	2_1	male	15	child	ENCFF505VMT	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	case	K562	ENCSR569UZZ	ENCSR079LMZ	10.17989/ENCSR079LMZ	ENCFF140PXY	9.8	17930554	1	1_1	female	53	adult	ENCFF200RQU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB627ZHJ	/documents/18213bb2-d03e-4efb-b4aa-6f3ca60834b8/	DNAJC21_BGKLV24_19_17611	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	case	K562	ENCSR569UZZ	ENCSR079LMZ	10.17989/ENCSR079LMZ	ENCFF244BQM	9.5	18156975	2	2_1	female	53	adult	ENCFF300JEY	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB792VKI	/documents/fecddd9c-57ca-4ac0-acb7-ef61583defc1/	DNAJC21_BGKLV24_20_17612	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	control	K562	ENCSR569UZZ	ENCSR667PLJ	10.17989/ENCSR667PLJ	ENCFF554WDW	9.7	16099743	1	1_1	female	53	adult	ENCFF096IBO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
DNAJC21	control	K562	ENCSR569UZZ	ENCSR667PLJ	10.17989/ENCSR667PLJ	ENCFF439DBK	9.8	14209825	2	2_1	female	53	adult	ENCFF096FXH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	case	HepG2	ENCSR471OBZ	ENCSR477TRX	10.17989/ENCSR477TRX	ENCFF133CUP	9.6	31503364	1	1_1	male	15	child	ENCFF267CKD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB498CYW	/documents/99445e00-9a50-4414-b935-6101c9617a18/	EEF2_BGHLV16_19	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	case	HepG2	ENCSR471OBZ	ENCSR477TRX	10.17989/ENCSR477TRX	ENCFF567MXR	9.6	35852664	2	2_1	male	15	child	ENCFF743VEM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB546IRT	/documents/4e411bf9-823d-4011-a2b6-ff9938b6a1c4/	EEF2_BGHLV16_20	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	control	HepG2	ENCSR471OBZ	ENCSR689PHN	10.17989/ENCSR689PHN	ENCFF817MUD	9.6	14377642	1	1_1	male	15	child	ENCFF076FZO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	control	HepG2	ENCSR471OBZ	ENCSR689PHN	10.17989/ENCSR689PHN	ENCFF710REB	9.6	16020764	2	2_1	male	15	child	ENCFF974XMK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	case	K562	ENCSR396EPO	ENCSR181RLB	10.17989/ENCSR181RLB	ENCFF291DKJ	9.9	30290908	1	1_1	female	53	adult	ENCFF642VSI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB499ERT	/documents/1d56c0c3-f970-457b-84b4-7b27b33cc6eb/	EEF2_BGKLV19_21B	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	case	K562	ENCSR396EPO	ENCSR181RLB	10.17989/ENCSR181RLB	ENCFF802NDY	10	19506042	2	2_1	female	53	adult	ENCFF547PGQ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB825VKF	/documents/145814fa-569d-4aa2-b970-d045e306a492/	EEF2_BGKLV19_22B	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	control	K562	ENCSR396EPO	ENCSR661HEL	10.17989/ENCSR661HEL	ENCFF270QFX	9.7	15422719	1	1_1	female	53	adult	ENCFF308ADK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EEF2	control	K562	ENCSR396EPO	ENCSR661HEL	10.17989/ENCSR661HEL	ENCFF114NYX	9.3	20037853	2	2_1	female	53	adult	ENCFF146WBD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EFTUD2	case	HepG2	ENCSR669NXJ	ENCSR620OKS	10.17989/ENCSR620OKS	ENCFF036JHA	9.6	24540718	1	1_1	male	15	child	ENCFF694MEF	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB780WVH	/documents/229e2d39-db5e-4038-8fa9-0cab49adf68e/	EFTUD2_BGHLV16_21	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	case	HepG2	ENCSR669NXJ	ENCSR620OKS	10.17989/ENCSR620OKS	ENCFF100GCA	9.7	24460917	2	2_1	male	15	child	ENCFF440QZG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB027DNU	/documents/690a9e2a-537e-4629-9c38-eab7e6e86fad/	EFTUD2_BGHLV16_22	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	control	HepG2	ENCSR669NXJ	ENCSR689PHN	10.17989/ENCSR689PHN	ENCFF817MUD	9.6	14377642	1	1_1	male	15	child	ENCFF076FZO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	control	HepG2	ENCSR669NXJ	ENCSR689PHN	10.17989/ENCSR689PHN	ENCFF710REB	9.6	16020764	2	2_1	male	15	child	ENCFF974XMK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	case	K562	ENCSR136YDL	ENCSR117WLY	10.17989/ENCSR117WLY	ENCFF646DYL	9.7	26746139	1	1_1	female	53	adult	ENCFF446CYK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB513IJB	/documents/6793dac5-5394-4c61-9b93-91ce23d90fd1/	EFTUD2_BGKLV19_23B	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	case	K562	ENCSR136YDL	ENCSR117WLY	10.17989/ENCSR117WLY	ENCFF622LVX	9.7	19833273	2	2_1	female	53	adult	ENCFF430GPP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB828WOZ	/documents/1b0408a2-f2ae-493b-8125-e0d8b0cd61e6/	EFTUD2_BGKLV19_24B	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	control	K562	ENCSR136YDL	ENCSR661HEL	10.17989/ENCSR661HEL	ENCFF270QFX	9.7	15422719	1	1_1	female	53	adult	ENCFF308ADK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EFTUD2	control	K562	ENCSR136YDL	ENCSR661HEL	10.17989/ENCSR661HEL	ENCFF114NYX	9.3	20037853	2	2_1	female	53	adult	ENCFF146WBD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	1	0	0
EIF2S1	case	HepG2	ENCSR566IBA	ENCSR861ENA	10.17989/ENCSR861ENA	ENCFF458PTC	9.3	34195827	2	2_1	male	15	child	ENCFF329RNX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB379PTA	/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/	EIF2S1-BGHLV12-20	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	case	HepG2	ENCSR566IBA	ENCSR861ENA	10.17989/ENCSR861ENA	ENCFF879ZAE	9.1	30740971	1	1_1	male	15	child	ENCFF789GUB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB808GPN	/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/	EIF2S1-BGHLV12-19	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	control	HepG2	ENCSR566IBA	ENCSR237YZT	10.17989/ENCSR237YZT	ENCFF335ETY	8.9	35639393	2	2_1	male	15	child	ENCFF548ZDN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	control	HepG2	ENCSR566IBA	ENCSR237YZT	10.17989/ENCSR237YZT	ENCFF745CDS	8.9	33482597	1	1_1	male	15	child	ENCFF785WTG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	case	K562	ENCSR587XOX	ENCSR546MBH	10.17989/ENCSR546MBH	ENCFF071ACA	9.3	23943934	2	2_1	female	53	adult	ENCFF029IFE	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB579ENS	/documents/f9937f71-315d-4c8c-acbd-8f47843b24e7/	EIF2S1-LV08-20	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	case	K562	ENCSR587XOX	ENCSR546MBH	10.17989/ENCSR546MBH	ENCFF755PSA	9.2	27990069	1	1_1	female	53	adult	ENCFF644ESW	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB811VGS	/documents/7b9c116b-1647-4dba-ba44-818c8940d423/	EIF2S1-LV08-19	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	control	K562	ENCSR587XOX	ENCSR913CAE	10.17989/ENCSR913CAE	ENCFF542NNE	9.2	25907368	1	1_1	female	53	adult	ENCFF268SFP	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S1	control	K562	ENCSR587XOX	ENCSR913CAE	10.17989/ENCSR913CAE	ENCFF510CPU	9.2	22190818	2	2_1	female	53	adult	ENCFF892SIG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	case	HepG2	ENCSR547UVP	ENCSR110HAA	10.17989/ENCSR110HAA	ENCFF505ZMB	10	26854156	2	2_1	male	15	child	ENCFF554LYR	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB627VRC	/documents/df3aab66-211c-4665-94c0-84d9bf75c896/	EIF2S2_BGHLV30-32	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	case	HepG2	ENCSR547UVP	ENCSR110HAA	10.17989/ENCSR110HAA	ENCFF428BST	10	35851663	1	1_1	male	15	child	ENCFF595CBU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB094CGB	/documents/bc52e53a-4d57-4710-af39-bd676effed11/	EIF2S2_BGHLV30-31	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	control	HepG2	ENCSR547UVP	ENCSR067GHD	10.17989/ENCSR067GHD	ENCFF304ITC	10	32583010	2	2_1	male	15	child	ENCFF861ZJD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	control	HepG2	ENCSR547UVP	ENCSR067GHD	10.17989/ENCSR067GHD	ENCFF032IND	10	19538219	1	1_1	male	15	child	ENCFF528UQK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	case	K562	ENCSR487WDI	ENCSR076PMZ	10.17989/ENCSR076PMZ	ENCFF200VTR	10	31239265	2	2_1	female	53	adult	ENCFF193BDH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB472HTP	/documents/f515261a-fd7a-46a5-bc8f-da8aba489403/	EIF2S2_BGKLV29-28B	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	case	K562	ENCSR487WDI	ENCSR076PMZ	10.17989/ENCSR076PMZ	ENCFF490FLH	10	30308406	1	1_1	female	53	adult	ENCFF652HHU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB818MIA	/documents/817b6026-9201-473a-8851-9d7687a81da9/	EIF2S2_BGKLV29-27B	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	control	K562	ENCSR487WDI	ENCSR118EFE	10.17989/ENCSR118EFE	ENCFF829MHP	9.9	28256052	2	2_1	female	53	adult	ENCFF388UVN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF2S2	control	K562	ENCSR487WDI	ENCSR118EFE	10.17989/ENCSR118EFE	ENCFF168YWR	10	24508074	1	1_1	female	53	adult	ENCFF855ECK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF3D	case	HepG2	ENCSR186NTP	ENCSR788HVK	10.17989/ENCSR788HVK	ENCFF982CDS	9.8	39416229	1	1_1	male	15	child	ENCFF039MWD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB863ZLS	/documents/93a57647-4f74-426c-b510-d87d7705d4ad/	EIF3D_BGHLV16_23	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF3D	case	HepG2	ENCSR186NTP	ENCSR788HVK	10.17989/ENCSR788HVK	ENCFF283NHN	9.5	14577186	2	2_1	male	15	child	ENCFF458ZTD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB729EVF	/documents/4a92f8e2-6e7c-4fb3-96bc-f347c337f71a/	EIF3D_BGHLV16_24	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
EIF3D	control	HepG2	ENCSR186NTP	ENCSR689PHN	10.17989/ENCSR689PHN	ENCFF817MUD	9.6	14377642	1	1_1	male	15	child	ENCFF076FZO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
